Year,Cause Name,State,Deaths
2006,Heart disease,Kansas,5849
2005,Heart disease,New Mexico,3435
2005,Heart disease,South Dakota,1776
1999,Cancer,Idaho,2162
2007,Cancer,Michigan,20087
2008,Heart disease,North Carolina,17335
2014,Heart disease,Ohio,27000
2005,Cancer,Oregon,7326
2005,Heart disease,Maine,2941
2012,Heart disease,New York,43795
2007,Cancer,Illinois,24115
1999,Cancer,North Dakota,1366
2007,Heart disease,Virginia,13750
2005,Cancer,Rhode Island,2292
2004,Cancer,United States,553888
2007,Cancer,Pennsylvania,29014
2000,Cancer,Kansas,5223
2006,Cancer,Maryland,10350
1999,Cancer,Minnesota,8892
2010,Heart disease,Pennsylvania,31556
2004,Cancer,New Jersey,17208
2007,Cancer,North Carolina,17478
2006,Heart disease,Iowa,7172
2011,Heart disease,Indiana,13372
2004,Heart disease,Nebraska,3738
2001,Cancer,Florida,39090
2003,Heart disease,Utah,3018
2006,Cancer,Massachusetts,13407
2001,Cancer,Connecticut,7093
2012,Cancer,Tennessee,13765
2015,Heart disease,District of Columbia,1217
2016,Cancer,Mississippi,6568
2010,Cancer,Ohio,25083
2012,Heart disease,Ohio,26426
2001,Heart disease,Utah,2896
2011,Cancer,Alabama,10233
2003,Cancer,Iowa,6469
2010,Cancer,Maine,3248
2006,Heart disease,Florida,44305
2013,Heart disease,Ohio,26878
2002,Cancer,Vermont,1224
2005,Heart disease,Wyoming,952
2003,Cancer,Alaska,735
2015,Cancer,Mississippi,6485
2001,Cancer,New York,36975
2012,Heart disease,Indiana,13675
2013,Cancer,Louisiana,9419
2007,Cancer,South Carolina,8867
2001,Cancer,South Dakota,1590
2004,Cancer,Virginia,13385
2010,Cancer,Indiana,13164
2007,Cancer,Vermont,1346
2004,Heart disease,Idaho,2450
2002,Heart disease,Utah,2977
2006,Cancer,Illinois,24084
2002,Cancer,Kansas,5362
2004,Cancer,Oregon,7236
2001,Cancer,Iowa,6404
2003,Cancer,Wyoming,943
2004,Heart disease,Massachusetts,13824
1999,Cancer,Nebraska,3410
2011,Cancer,Tennessee,13562
2012,Cancer,Arkansas,6540
1999,Cancer,Iowa,6346
2001,Heart disease,Alaska,603
2001,Cancer,North Dakota,1391
2009,Cancer,Oklahoma,7639
2004,Heart disease,South Dakota,1783
2002,Cancer,Iowa,6473
2000,Cancer,Connecticut,7065
2008,Cancer,Missouri,12523
2004,Heart disease,Connecticut,7868
2009,Heart disease,South Carolina,9068
2002,Cancer,Wisconsin,10828
2002,Cancer,Alaska,715
2005,Cancer,New Hampshire,2549
2005,Heart disease,Arizona,10966
2005,Heart disease,New Hampshire,2530
2005,Cancer,Georgia,14358
2007,Cancer,Maine,3112
2012,Cancer,Oklahoma,8040
2004,Heart disease,Maine,2948
2010,Heart disease,South Carolina,9295
2013,Cancer,Arkansas,6688
2008,Cancer,South Carolina,9199
2005,Cancer,Virginia,13877
2004,Heart disease,Arizona,10539
2011,Heart disease,Ohio,26298
2009,Heart disease,Ohio,25453
2004,Cancer,Massachusetts,13337
1999,Heart disease,Utah,2786
2003,Cancer,South Dakota,1636
2009,Cancer,Indiana,13093
2005,Cancer,Maryland,10371
2003,Cancer,Washington,11064
2015,Cancer,West Virginia,4839
1999,Cancer,Alaska,633
2004,Cancer,Maryland,10168
2006,Cancer,Michigan,20192
2009,Cancer,Ohio,25149
2006,Cancer,Pennsylvania,29172
2000,Cancer,South Dakota,1597
1999,Cancer,Florida,38478
2002,Cancer,Washington,10858
2005,Heart disease,Wisconsin,11842
2006,Cancer,Delaware,1780
2012,Cancer,Louisiana,9308
2013,Cancer,West Virginia,4718
2009,Heart disease,Maryland,11210
2004,Cancer,Michigan,19653
2007,Cancer,Missouri,12380
2003,Cancer,United States,556902
1999,Cancer,Connecticut,7054
2005,Cancer,Nevada,4238
2016,Heart disease,West Virginia,4767
2011,Cancer,Arkansas,6497
2002,Cancer,Montana,1911
2011,Cancer,Oklahoma,7997
2005,Cancer,North Carolina,16724
2010,Cancer,Oklahoma,7831
2015,Heart disease,West Virginia,4727
2006,Cancer,North Carolina,17318
2000,Cancer,Florida,39183
2001,Cancer,Wisconsin,10777
2008,Heart disease,New Jersey,19056
2010,Cancer,Alabama,10196
2000,Cancer,Iowa,6448
2000,Cancer,Wisconsin,10638
2015,Heart disease,Ohio,28069
2008,Heart disease,Texas,38384
2000,Cancer,Minnesota,9215
2012,Cancer,West Virginia,4684
2002,Heart disease,Hawaii,2512
2010,Heart disease,Indiana,13388
2004,Cancer,Nevada,4119
2008,Cancer,Ohio,24998
2005,Cancer,Illinois,24250
2003,Cancer,Rhode Island,2328
2016,Heart disease,Missouri,14579
2008,Heart disease,United States,616828
2000,Cancer,New York,37198
2002,Cancer,Texas,34164
2004,Heart disease,Vermont,1289
1999,Cancer,Kansas,5334
1999,Heart disease,Minnesota,9533
2010,Heart disease,Ohio,26164
2003,Cancer,Oregon,7232
2012,Heart disease,Nevada,5166
2004,Heart disease,Wyoming,950
2007,Cancer,Indiana,12778
2005,Cancer,Michigan,20094
2001,Cancer,Texas,33488
2010,Heart disease,Georgia,15987
2005,Heart disease,Kansas,5960
2006,Cancer,Maine,3089
2002,Heart disease,Montana,1944
2003,Heart disease,Washington,11185
2014,Heart disease,West Virginia,4692
2006,Heart disease,Wyoming,994
2007,Heart disease,New Jersey,18831
2007,Heart disease,North Carolina,17395
2014,Cancer,Mississippi,6534
2008,Cancer,Oklahoma,7657
2001,Heart disease,Oregon,7075
2008,Cancer,Delaware,1912
2003,Heart disease,Montana,1984
2012,Heart disease,Missouri,13742
2008,Heart disease,South Carolina,8996
2007,Cancer,Delaware,1853
2008,Heart disease,Rhode Island,2657
2001,Cancer,Alaska,689
2011,Cancer,Louisiana,9233
2003,Cancer,New Hampshire,2485
2004,Cancer,North Carolina,16477
2013,Heart disease,West Virginia,4666
2001,Cancer,Kansas,5448
2016,Cancer,Kentucky,10363
2011,Heart disease,New York,44501
2009,Heart disease,Pennsylvania,32297
2003,Cancer,North Carolina,16145
2000,Cancer,Montana,1867
2001,Cancer,Wyoming,923
2000,Heart disease,Utah,2909
2003,Cancer,Michigan,19713
2001,Cancer,Washington,10802
2002,Heart disease,Oregon,7262
2008,Cancer,Indiana,13137
2002,Cancer,United States,557271
2011,Heart disease,District of Columbia,1171
2003,Cancer,Massachusetts,13551
2010,Cancer,Arkansas,6475
2006,Cancer,South Carolina,8853
2014,Heart disease,Missouri,14338
2013,Heart disease,Missouri,14095
2009,Heart disease,Nevada,4687
2002,Cancer,Delaware,1621
2004,Cancer,Illinois,24289
2004,Cancer,New Hampshire,2554
2003,Heart disease,New Mexico,3402
2000,Heart disease,Hawaii,2390
2004,Heart disease,Iowa,7299
1999,Cancer,Montana,1854
2014,Cancer,West Virginia,4880
1999,Cancer,Wyoming,899
2008,Heart disease,Illinois,26078
2008,Heart disease,Maryland,11157
2013,Heart disease,Nevada,5434
2006,Cancer,Oklahoma,7491
2006,Heart disease,Virginia,14021
2004,Heart disease,Wisconsin,11909
2004,Cancer,Georgia,14313
1999,Cancer,Wisconsin,10755
2005,Cancer,Pennsylvania,29616
2010,Cancer,Tennessee,13593
2006,Cancer,Missouri,12519
2004,Cancer,South Carolina,8348
2000,Cancer,Washington,10668
2015,Cancer,Kentucky,10312
2001,Cancer,New Hampshire,2398
2004,Cancer,Oklahoma,7269
2007,Heart disease,Illinois,25813
2004,Cancer,Pennsylvania,29424
1999,Cancer,Texas,32755
2007,Heart disease,United States,616067
2009,Cancer,Alabama,10289
2003,Cancer,Georgia,14032
2007,Cancer,Ohio,25230
2000,Cancer,Texas,33300
1999,Heart disease,Colorado,6420
2011,Heart disease,Nevada,5043
2003,Cancer,Maryland,10292
2001,Cancer,Vermont,1249
2002,Heart disease,New Mexico,3360
2002,Heart disease,Washington,11141
2001,Cancer,Oregon,7057
2001,Cancer,United States,553768
1999,Cancer,New York,37609
2005,Heart disease,Iowa,7437
2000,Heart disease,New Mexico,3191
2006,Cancer,Arkansas,6177
2009,Heart disease,Indiana,13509
2004,Cancer,Rhode Island,2418
2013,Cancer,Mississippi,6527
2008,Cancer,Tennessee,13162
2014,Heart disease,Nevada,5761
2003,Cancer,New Jersey,17957
2006,Cancer,Ohio,24975
2002,Cancer,Oregon,7249
2000,Cancer,Oregon,6951
2010,Heart disease,Nevada,4811
2009,Cancer,District of Columbia,1131
2011,Cancer,Mississippi,6278
1999,Cancer,South Dakota,1632
2011,Heart disease,Missouri,13810
2008,Cancer,Alabama,10182
2006,Cancer,Indiana,12903
2009,Cancer,Tennessee,13482
2010,Cancer,Louisiana,9203
2006,Heart disease,North Carolina,17271
2015,Heart disease,Kentucky,10077
2012,Heart disease,Michigan,23520
2015,Heart disease,Missouri,14808
2005,Cancer,Missouri,12419
2005,Cancer,Oklahoma,7446
2000,Cancer,Vermont,1240
2010,Cancer,West Virginia,4685
1999,Heart disease,Alaska,563
2002,Cancer,New Jersey,17827
2005,Cancer,Ohio,24702
2003,Cancer,Virginia,13781
2000,Heart disease,Oregon,7094
2003,Cancer,Illinois,24464
1999,Cancer,Oregon,6905
2005,Cancer,South Carolina,8652
2009,Cancer,Arkansas,6513
1999,Cancer,Washington,10653
2007,Cancer,Oklahoma,7727
2008,Cancer,West Virginia,4605
2009,Heart disease,Georgia,16165
2009,Cancer,Louisiana,9098
2007,Cancer,Alabama,10025
2014,Cancer,Kentucky,10263
2006,Heart disease,California,64871
2016,Heart disease,Tennessee,15429
2004,Heart disease,Kansas,6048
2015,Heart disease,Michigan,24794
2001,Heart disease,Montana,1970
2005,Cancer,Delaware,1799
2004,Cancer,Indiana,12552
2008,Heart disease,Georgia,15721
2013,Cancer,Kentucky,10085
2007,Cancer,Louisiana,8736
2002,Cancer,Rhode Island,2404
2006,Cancer,Alabama,9899
2001,Cancer,Montana,1956
2000,Cancer,United States,553091
2003,Heart disease,Nebraska,3954
2005,Cancer,Indiana,12796
2009,Cancer,Mississippi,6131
2003,Cancer,Oklahoma,7338
2013,Heart disease,Michigan,24156
2002,Cancer,Michigan,19985
2001,Cancer,Michigan,19689
2002,Cancer,North Carolina,16210
2007,Heart disease,South Carolina,8992
2002,Cancer,Georgia,13975
2003,Cancer,Pennsylvania,29841
2002,Cancer,Virginia,13602
2005,Heart disease,Florida,46279
2010,Heart disease,New York,44981
2011,Cancer,West Virginia,4782
2011,Heart disease,Michigan,23358
2007,Heart disease,Texas,38912
2003,Cancer,Nevada,4138
2012,Cancer,Mississippi,6499
2001,Cancer,Virginia,13345
2014,Heart disease,Kentucky,10013
2016,Heart disease,Michigan,25304
2011,Cancer,Kentucky,9733
1999,Cancer,United States,549838
2003,Cancer,District of Columbia,1122
2014,Heart disease,Michigan,24692
2015,Heart disease,Nevada,6114
2004,Cancer,Missouri,12450
2001,Cancer,Massachusetts,13750
2007,Cancer,Arkansas,6388
2002,Cancer,Nevada,3937
2007,Heart disease,Pennsylvania,32862
2008,Cancer,Arkansas,6526
2002,Cancer,Massachusetts,13914
2010,Cancer,Mississippi,6271
2003,Cancer,Delaware,1719
2012,Cancer,Kentucky,10012
2003,Heart disease,Massachusetts,14634
2006,Heart disease,Rhode Island,2718
2008,Cancer,District of Columbia,1143
2007,Cancer,Tennessee,13161
2008,Heart disease,Indiana,13663
1999,Heart disease,Hawaii,2410
2007,Cancer,Mississippi,6002
2002,Cancer,New Hampshire,2529
2010,Heart disease,Missouri,13840
2003,Heart disease,North Dakota,1632
2008,Heart disease,Pennsylvania,33308
2002,Cancer,Pennsylvania,29849
2008,Heart disease,Nevada,4646
2003,Cancer,Missouri,12354
2004,Cancer,Ohio,24940
2003,Heart disease,Idaho,2566
2003,Heart disease,Wyoming,975
2004,Cancer,Maine,3124
2002,Cancer,Maryland,10395
2003,Heart disease,Arizona,10887
1999,Cancer,Georgia,13225
2001,Cancer,Rhode Island,2398
2001,Cancer,North Carolina,16065
2001,Cancer,Georgia,13818
2002,Cancer,Illinois,24737
2008,Cancer,Mississippi,6166
2005,Heart disease,California,64916
2016,Heart disease,Kentucky,10519
2003,Heart disease,Maine,3106
2007,Heart disease,Maryland,11314
2007,Heart disease,Rhode Island,2751
2005,Heart disease,Virginia,14192
2002,Heart disease,North Dakota,1623
2000,Cancer,Delaware,1609
2001,Heart disease,Washington,11281
2013,Heart disease,Kentucky,9971
2004,Heart disease,New Hampshire,2639
1999,Cancer,New Hampshire,2408
2006,Cancer,West Virginia,4613
1999,Cancer,Vermont,1255
2012,Heart disease,Tennessee,14454
2006,Heart disease,New Jersey,19548
2000,Cancer,Michigan,19798
2002,Cancer,Missouri,12322
2003,Heart disease,Connecticut,8389
2013,Heart disease,Tennessee,14803
2003,Heart disease,Vermont,1349
2000,Cancer,North Carolina,15786
2009,Cancer,West Virginia,4786
2007,Cancer,West Virginia,4690
2010,Heart disease,Michigan,23326
2005,Cancer,Alabama,9913
2001,Cancer,New Jersey,18165
2001,Cancer,Pennsylvania,29914
2003,Cancer,South Carolina,8512
2004,Cancer,Alabama,9756
2006,Cancer,Tennessee,13051
2005,Cancer,Maine,3218
2001,Heart disease,New Mexico,3423
2009,Cancer,Kentucky,9634
2003,Cancer,Arkansas,6119
2001,Cancer,Illinois,24778
2001,Cancer,Nevada,3815
2007,Heart disease,Delaware,1914
1999,Cancer,Michigan,19744
2002,Heart disease,Idaho,2532
2006,Heart disease,Texas,38782
2005,Cancer,District of Columbia,1151
2003,Cancer,Ohio,25076
2003,Cancer,Maine,3120
2001,Cancer,Maryland,10322
2011,Heart disease,Tennessee,14235
2002,Heart disease,Massachusetts,14736
2009,Heart disease,Michigan,23099
2006,Heart disease,United States,631636
2007,Heart disease,Nevada,4591
2014,Heart disease,Tennessee,15223
2008,Cancer,Louisiana,9197
2002,Cancer,Oklahoma,7474
2000,Heart disease,Montana,1995
2007,Heart disease,Ohio,26757
1999,Heart disease,Oregon,7263
2002,Cancer,South Carolina,8333
2000,Cancer,Missouri,12144
2000,Cancer,New Jersey,18073
2007,Heart disease,Indiana,13682
2016,Heart disease,Nevada,6457
2006,Heart disease,Delaware,1866
2006,Cancer,Louisiana,8853
2009,Heart disease,Missouri,13916
2001,Cancer,Oklahoma,7411
2004,Cancer,District of Columbia,1152
1999,Cancer,Massachusetts,13853
2000,Cancer,Rhode Island,2433
2006,Heart disease,Maryland,11268
2000,Cancer,Georgia,13690
1999,Cancer,Nevada,3556
1999,Cancer,Oklahoma,7312
2006,Heart disease,South Carolina,9030
2000,Cancer,New Hampshire,2484
2008,Heart disease,Ohio,27324
2000,Cancer,Pennsylvania,30161
2001,Heart disease,Idaho,2489
2001,Cancer,Missouri,12365
1999,Cancer,North Carolina,15815
2000,Cancer,Massachusetts,14027
2001,Heart disease,Arizona,10588
2015,Heart disease,Tennessee,15730
2000,Cancer,Oklahoma,7402
2005,Cancer,West Virginia,4617
2003,Cancer,Indiana,12933
2005,Cancer,Arkansas,6361
2008,Cancer,Kentucky,9589
2014,Heart disease,District of Columbia,1324
1999,Cancer,Missouri,12186
2002,Heart disease,Arizona,10852
2003,Heart disease,Wisconsin,12479
2004,Cancer,Tennessee,12586
2012,Heart disease,West Virginia,4942
2003,Cancer,Alabama,9812
2000,Cancer,Alaska,704
2007,Cancer,District of Columbia,1169
2012,Heart disease,Kentucky,10024
2002,Cancer,Alabama,9698
2004,Cancer,Delaware,1827
2010,Cancer,Kentucky,9930
2001,Cancer,Maine,3045
2001,Cancer,South Carolina,8272
2001,Cancer,Ohio,24804
2006,Heart disease,Illinois,27007
2004,Cancer,Arkansas,6304
2005,Cancer,Louisiana,9249
2000,Cancer,Virginia,13528
2004,Heart disease,Florida,47160
2001,Cancer,Arkansas,6092
2005,Cancer,Mississippi,6065
2002,Cancer,Ohio,25173
2004,Heart disease,California,64999
1999,Cancer,Virginia,13365
1999,Cancer,New Jersey,18178
1999,Cancer,Maryland,10143
1999,Cancer,Pennsylvania,30312
2002,Cancer,Indiana,12865
2000,Cancer,Maryland,10290
2000,Heart disease,Washington,11370
2004,Cancer,Mississippi,5983
2011,Heart disease,Kentucky,9905
2010,Heart disease,Kentucky,9662
2011,Heart disease,West Virginia,4914
2003,Heart disease,South Dakota,1943
1999,Cancer,Rhode Island,2463
2005,Cancer,Tennessee,12995
1999,Cancer,Illinois,25024
2006,Heart disease,Pennsylvania,33744
2004,Heart disease,Virginia,14284
2000,Cancer,Arkansas,6090
2006,Cancer,District of Columbia,1178
2002,Heart disease,Maine,3170
1999,Cancer,Alabama,9506
2003,Heart disease,Iowa,7840
2010,Heart disease,West Virginia,4897
2003,Cancer,West Virginia,4610
1999,Cancer,South Carolina,8089
2000,Heart disease,Alaska,607
2016,Heart disease,District of Columbia,1375
2005,Heart disease,North Carolina,17765
2001,Cancer,Indiana,12831
2001,Heart disease,Wyoming,985
2000,Cancer,Illinois,25365
2006,Cancer,Kentucky,9394
2000,Cancer,Ohio,24988
2007,Heart disease,Georgia,16184
2001,Heart disease,Nebraska,4150
2002,Heart disease,Vermont,1370
2015,Heart disease,Louisiana,10665
2002,Heart disease,South Dakota,1937
2003,Cancer,Mississippi,5960
2004,Cancer,West Virginia,4694
2001,Heart disease,North Dakota,1700
2011,Heart disease,Louisiana,9781
2000,Cancer,South Carolina,8250
2006,Cancer,Mississippi,6236
2003,Cancer,Tennessee,12613
2002,Cancer,Arkansas,6282
2000,Heart disease,North Dakota,1679
2001,Cancer,Alabama,9801
2012,Heart disease,District of Columbia,1298
2001,Cancer,Tennessee,12229
2016,Heart disease,Louisiana,10943
2012,Heart disease,Louisiana,10074
2009,Heart disease,New York,47283
2013,Heart disease,District of Columbia,1340
2001,Heart disease,Massachusetts,15144
2000,Cancer,Maine,3070
2000,Cancer,Nevada,3763
2011,Heart disease,Arkansas,7168
1999,Cancer,Tennessee,11943
2000,Heart disease,Arizona,10584
1999,Cancer,Arkansas,6137
2013,Heart disease,Arkansas,7377
2013,Heart disease,Louisiana,10346
2009,Heart disease,Kentucky,9728
2002,Heart disease,Wyoming,1005
1999,Cancer,Maine,3035
2002,Cancer,Tennessee,12518
1999,Heart disease,Montana,2049
2000,Cancer,Indiana,12842
2007,Cancer,Kentucky,9692
2003,Heart disease,Kansas,6491
2002,Cancer,Maine,3206
2002,Cancer,West Virginia,4652
2000,Heart disease,Idaho,2519
2004,Heart disease,North Carolina,17607
2000,Cancer,Alabama,9807
1999,Cancer,Ohio,25233
2004,Cancer,Kentucky,9159
2002,Heart disease,Nebraska,4242
1999,Heart disease,Washington,11515
2004,Cancer,Louisiana,9434
2014,Heart disease,Louisiana,10647
2009,Heart disease,Tennessee,14257
2003,Heart disease,New Hampshire,2725
2005,Heart disease,United States,652091
2001,Cancer,Mississippi,5958
2000,Heart disease,Nebraska,4197
2003,Heart disease,Florida,48141
1999,Cancer,Indiana,12898
2010,Heart disease,Tennessee,14582
1999,Heart disease,Vermont,1342
2000,Heart disease,Wyoming,992
2014,Heart disease,Arkansas,7581
2005,Heart disease,Maryland,11594
2000,Heart disease,Massachusetts,15314
2001,Heart disease,Connecticut,8582
1999,Heart disease,New Mexico,3452
2004,Heart disease,Maryland,11346
2006,Heart disease,Ohio,27886
2012,Heart disease,Arkansas,7407
2002,Cancer,Mississippi,6069
2000,Cancer,Tennessee,12339
2002,Heart disease,Wisconsin,12923
2007,Heart disease,Missouri,14338
2005,Cancer,Kentucky,9505
2005,Heart disease,New Jersey,20655
2001,Cancer,West Virginia,4685
2002,Heart disease,Connecticut,8815
2009,Heart disease,West Virginia,5038
2008,Heart disease,Missouri,14644
2001,Heart disease,South Dakota,1985
2012,Heart disease,Oklahoma,9198
2005,Heart disease,Texas,40152
1999,Heart disease,Idaho,2532
2008,Heart disease,Michigan,24344
2005,Heart disease,Illinois,28226
2001,Heart disease,Maine,3272
2006,Heart disease,Indiana,14375
2001,Cancer,Delaware,1786
2002,Heart disease,Iowa,8181
2004,Heart disease,United States,652486
2003,Cancer,Louisiana,9533
2004,Heart disease,New Jersey,20560
2003,Heart disease,Virginia,14756
2006,Heart disease,Georgia,16478
2010,Heart disease,District of Columbia,1306
2016,Heart disease,Alabama,12832
2010,Heart disease,Arkansas,7274
2007,Heart disease,Michigan,24149
2002,Cancer,Louisiana,9441
1999,Heart disease,Arizona,10800
2015,Heart disease,Arkansas,7938
2002,Heart disease,Kansas,6680
1999,Cancer,Delaware,1737
2000,Cancer,Mississippi,6075
2003,Cancer,Kentucky,9378
2016,Heart disease,Arkansas,8090
2000,Cancer,West Virginia,4753
2005,Heart disease,South Carolina,9359
2014,Heart disease,Alabama,12461
2009,Heart disease,District of Columbia,1288
2001,Heart disease,Vermont,1429
1999,Cancer,Kentucky,8925
2004,Heart disease,Illinois,28284
2001,Heart disease,Wisconsin,13023
2002,Heart disease,New Hampshire,2776
1999,Cancer,West Virginia,4762
2012,Heart disease,Alabama,12036
2003,Heart disease,California,68864
2001,Heart disease,Iowa,8250
2008,Heart disease,Kentucky,10061
2001,Heart disease,Kansas,6716
2004,Heart disease,South Carolina,9182
2008,Heart disease,New York,49324
2004,Heart disease,Rhode Island,2969
2009,Heart disease,Arkansas,7295
2002,Heart disease,Florida,49235
2005,Heart disease,Rhode Island,3005
2004,Heart disease,Texas,40196
2007,Heart disease,Kentucky,9916
2007,Heart disease,Tennessee,14280
1999,Heart disease,Wyoming,1009
2000,Cancer,Louisiana,9400
1999,Cancer,Mississippi,6143
2005,Heart disease,Indiana,14542
2001,Cancer,Louisiana,9517
2006,Heart disease,Michigan,24255
2014,Heart disease,Oklahoma,9868
2008,Heart disease,Tennessee,14661
2016,Heart disease,Oklahoma,10209
2013,Heart disease,Alabama,12472
1999,Heart disease,Massachusetts,15871
2013,Heart disease,Oklahoma,9721
2002,Cancer,Kentucky,9438
1999,Heart disease,South Dakota,2024
2000,Cancer,Kentucky,9207
2011,Heart disease,Alabama,11942
2006,Heart disease,Missouri,14749
2011,Heart disease,Oklahoma,9399
2005,Heart disease,Pennsylvania,36207
2010,Heart disease,Louisiana,10282
2000,Heart disease,Vermont,1438
2001,Cancer,Kentucky,9358
2015,Heart disease,Alabama,12981
2009,Heart disease,Louisiana,10169
